,id,ds,target
1,6,2017-07-02,770.6057223680713
2,6,2017-07-03,845.1644700941904
3,6,2017-07-04,816.6129532807694
4,6,2017-07-05,0.0
5,6,2017-07-06,898.2860898674946
6,6,2017-07-07,736.098230920855
7,6,2017-07-08,664.0978825975232
8,6,2017-07-09,596.4125840956901
9,6,2017-07-10,620.5122400219728
10,6,2017-07-11,571.6937061812663
11,6,2017-07-12,0.0
12,6,2017-07-13,716.2123213540771
13,6,2017-07-14,628.7699579526525
14,6,2017-07-15,646.0182088819487
15,6,2017-07-16,665.7003251215586
16,6,2017-07-17,758.6154154227877
17,6,2017-07-18,745.9438256328284
18,6,2017-07-19,0.0
19,6,2017-07-20,844.1952675347634
20,6,2017-07-21,684.0989358761237
21,6,2017-07-22,615.1288216774661
22,6,2017-07-23,553.7274019372672
23,6,2017-07-24,588.4591148143559
24,6,2017-07-25,552.6581064172163
25,6,2017-07-26,0.0
26,6,2017-07-27,721.7829504587014
27,6,2017-07-28,641.3488112136298
28,6,2017-07-29,663.8200445758958
29,6,2017-07-30,689.7923170945572
30,6,2017-07-31,794.3023871701708
0,7,2017-07-01,759.0574546952462
1,7,2017-07-02,772.2413265349501
2,7,2017-07-03,823.276178141747
3,7,2017-07-04,723.7472495270226
4,7,2017-07-05,0.0
5,7,2017-07-06,804.774652206881
6,7,2017-07-07,732.2428798410677
7,7,2017-07-08,657.6031163606278
8,7,2017-07-09,613.7794984533107
9,7,2017-07-10,631.575549386532
10,7,2017-07-11,526.1471399475843
11,7,2017-07-12,0.0
12,7,2017-07-13,672.3470718000591
13,7,2017-07-14,657.4370061185892
14,7,2017-07-15,644.2794694370781
15,7,2017-07-16,655.3591172457889
16,7,2017-07-17,712.5257877368635
17,7,2017-07-18,624.5909045450742
18,7,2017-07-19,0.0
19,7,2017-07-20,737.5379473902229
20,7,2017-07-21,679.7398140764037
21,7,2017-07-22,617.1899578870992
22,7,2017-07-23,582.4980996484227
23,7,2017-07-24,607.0924575098945
24,7,2017-07-25,506.7651936238541
25,7,2017-07-26,0.0
26,7,2017-07-27,667.674784249465
27,7,2017-07-28,664.6575372717697
28,7,2017-07-29,667.811459174135
29,7,2017-07-30,699.445983751622
30,7,2017-07-31,780.2123934226295
0,8,2017-07-01,1750.583763056958
1,8,2017-07-02,1788.3150077130415
2,8,2017-07-03,2080.337911781966
3,8,2017-07-04,2147.175330431783
4,8,2017-07-05,0.0
5,8,2017-07-06,1966.910169735112
6,8,2017-07-07,1705.8322893700768
7,8,2017-07-08,1632.4285969787586
8,8,2017-07-09,1550.0967828653172
9,8,2017-07-10,1756.538759802069
10,8,2017-07-11,1785.0551987964868
11,8,2017-07-12,0.0
12,8,2017-07-13,1697.4866464889224
13,8,2017-07-14,1553.1452557353327
14,8,2017-07-15,1616.0569595396778
15,8,2017-07-16,1657.9113608521561
16,8,2017-07-17,1947.569211233102
17,8,2017-07-18,1994.627381278808
18,8,2017-07-19,0.0
19,8,2017-07-20,1741.9655931814757
20,8,2017-07-21,1450.3845197489452
21,8,2017-07-22,1367.8803178934866
22,8,2017-07-23,1300.6146823284466
23,8,2017-07-24,1545.7847511227299
24,8,2017-07-25,1623.2803957611886
25,8,2017-07-26,0.0
26,8,2017-07-27,1625.5276857160306
27,8,2017-07-28,1511.159763125908
28,8,2017-07-29,1601.075833920229
29,8,2017-07-30,1675.2854332411446
30,8,2017-07-31,2015.8545595350217
0,9,2017-07-01,837.7097284730619
1,9,2017-07-02,860.2278271623636
2,9,2017-07-03,894.4623077333247
3,9,2017-07-04,858.5853467808354
4,9,2017-07-05,0.0
5,9,2017-07-06,1002.3370408537114
6,9,2017-07-07,846.0824788962408
7,9,2017-07-08,737.4652933258137
8,9,2017-07-09,682.8242853616849
9,9,2017-07-10,665.8161359478066
10,9,2017-07-11,613.3452037917156
11,9,2017-07-12,0.0
12,9,2017-07-13,835.0313414414929
13,9,2017-07-14,760.3745554486142
14,9,2017-07-15,743.4993332497065
15,9,2017-07-16,773.2560369595435
16,9,2017-07-17,816.8882350690899
17,9,2017-07-18,789.4925184958856
18,9,2017-07-19,0.0
19,9,2017-07-20,944.6404921235821
20,9,2017-07-21,793.2713564978052
21,9,2017-07-22,690.6103031639901
22,9,2017-07-23,643.1169957377222
23,9,2017-07-24,633.4044496338423
24,9,2017-07-25,586.7222120004443
25,9,2017-07-26,0.0
26,9,2017-07-27,811.7405241467849
27,9,2017-07-28,736.6615899894308
28,9,2017-07-29,722.1164766640735
29,9,2017-07-30,760.9247175889167
30,9,2017-07-31,823.2414399442627
0,10,2017-07-01,736.1960226297588
1,10,2017-07-02,730.3298714237337
2,10,2017-07-03,742.3715713326575
3,10,2017-07-04,871.446800879376
4,10,2017-07-05,0.0
5,10,2017-07-06,746.5858019433875
6,10,2017-07-07,668.3272055439875
7,10,2017-07-08,631.1894144403336
8,10,2017-07-09,604.4535208387869
9,10,2017-07-10,614.4776990561868
10,10,2017-07-11,759.1397853532071
11,10,2017-07-12,0.0
12,10,2017-07-13,703.5358719728118
13,10,2017-07-14,665.177686318727
14,10,2017-07-15,661.7941526933434
15,10,2017-07-16,656.9527100024526
16,10,2017-07-17,673.3443353165117
17,10,2017-07-18,807.7665912050442
18,10,2017-07-19,0.0
19,10,2017-07-20,695.9517405084263
20,10,2017-07-21,622.2930197816835
21,10,2017-07-22,587.8916856124002
22,10,2017-07-23,562.8703505686464
23,10,2017-07-24,574.4930275237605
24,10,2017-07-25,721.2627490257911
25,10,2017-07-26,0.0
26,10,2017-07-27,681.4600245542683
27,10,2017-07-28,656.8952678127898
28,10,2017-07-29,670.6643999202579
29,10,2017-07-30,685.4805015576278
30,10,2017-07-31,722.1370179563099
0,11,2017-07-01,607.5214935582164
1,11,2017-07-02,646.2021015408598
2,11,2017-07-03,639.5943548227021
3,11,2017-07-04,552.3516942903001
4,11,2017-07-05,0.0
5,11,2017-07-06,713.3782543960347
6,11,2017-07-07,603.0843550299027
7,11,2017-07-08,491.74811254692975
8,11,2017-07-09,473.06940120380426
9,11,2017-07-10,436.2815993809224
10,11,2017-07-11,349.8224646511417
11,11,2017-07-12,0.0
12,11,2017-07-13,595.8984252513713
13,11,2017-07-14,553.7493092142015
14,11,2017-07-15,512.5649076570694
15,11,2017-07-16,554.1488285234134
16,11,2017-07-17,557.6347429705772
17,11,2017-07-18,485.03187471917676
18,11,2017-07-19,0.0
19,11,2017-07-20,677.9777204075697
20,11,2017-07-21,579.3612736576345
21,11,2017-07-22,475.0109351088218
22,11,2017-07-23,458.64878954174384
23,11,2017-07-24,420.37270027536766
24,11,2017-07-25,330.49616186789285
25,11,2017-07-26,0.0
26,11,2017-07-27,574.4816214785299
27,11,2017-07-28,537.5591513029435
28,11,2017-07-29,507.6862806890249
29,11,2017-07-30,566.7151038304372
30,11,2017-07-31,592.3212305521624
0,12,2017-07-01,954.4947017407069
1,12,2017-07-02,1004.4278429999023
2,12,2017-07-03,949.3451320528741
3,12,2017-07-04,563.0143870602942
4,12,2017-07-05,0.0
5,12,2017-07-06,1143.3822086912976
6,12,2017-07-07,1012.6563067177293
7,12,2017-07-08,807.6789098774699
8,12,2017-07-09,793.7671535535526
9,12,2017-07-10,695.3827402114647
10,12,2017-07-11,292.8621276894586
11,12,2017-07-12,0.0
12,12,2017-07-13,942.8514992025653
13,12,2017-07-14,896.5213034164403
14,12,2017-07-15,796.0109031889577
15,12,2017-07-16,887.8501620741444
16,12,2017-07-17,874.1216985327737
17,12,2017-07-18,514.7784989252216
18,12,2017-07-19,0.0
19,12,2017-07-20,1089.3639245404308
20,12,2017-07-21,937.4371757913523
21,12,2017-07-22,714.7815997509501
22,12,2017-07-23,697.324598769016
23,12,2017-07-24,614.092678741381
24,12,2017-07-25,242.60557996565996
25,12,2017-07-26,0.0
26,12,2017-07-27,965.991722277482
27,12,2017-07-28,942.5357678322745
28,12,2017-07-29,850.3581256290546
29,12,2017-07-30,940.3761484666304
30,12,2017-07-31,923.9723934688601
0,13,2017-07-01,824.7649405252258
1,13,2017-07-02,811.1686867368431
2,13,2017-07-03,907.9025093110913
3,13,2017-07-04,728.9788493239697
4,13,2017-07-05,0.0
5,13,2017-07-06,894.3757306701524
6,13,2017-07-07,787.8266268215247
7,13,2017-07-08,744.1553130780068
8,13,2017-07-09,696.648956149005
9,13,2017-07-10,771.5450818572562
10,13,2017-07-11,584.1959459048597
11,13,2017-07-12,0.0
12,13,2017-07-13,783.7822267479103
13,13,2017-07-14,717.6384543937269
14,13,2017-07-15,723.9353507181933
15,13,2017-07-16,726.4912156311258
16,13,2017-07-17,840.7137656445533
17,13,2017-07-18,670.8659652956355
18,13,2017-07-19,0.0
19,13,2017-07-20,825.4226790815092
20,13,2017-07-21,703.5184102100724
21,13,2017-07-22,648.1360993919279
22,13,2017-07-23,598.8282560621
23,13,2017-07-24,685.688622682921
24,13,2017-07-25,521.0328577226021
25,13,2017-07-26,0.0
26,13,2017-07-27,783.3076472206418
27,13,2017-07-28,742.5305546836564
28,13,2017-07-29,766.4730645427608
29,13,2017-07-30,779.8002313829892
30,13,2017-07-31,902.8245146337164
0,14,2017-07-01,718.8142081215823
1,14,2017-07-02,767.4925663326176
2,14,2017-07-03,767.5614160082364
3,14,2017-07-04,539.158957846349
4,14,2017-07-05,0.0
5,14,2017-07-06,905.5797032529892
6,14,2017-07-07,774.5958552716312
7,14,2017-07-08,654.8593934687499
8,14,2017-07-09,628.57564488404
9,14,2017-07-10,571.8740183272895
10,14,2017-07-11,315.3442259670772
11,14,2017-07-12,0.0
12,14,2017-07-13,733.7535257081706
13,14,2017-07-14,674.7215693530161
14,14,2017-07-15,642.0450058468044
15,14,2017-07-16,700.7373647399548
16,14,2017-07-17,709.3933055951344
17,14,2017-07-18,485.02022369273186
18,14,2017-07-19,0.0
19,14,2017-07-20,854.8652884984414
20,14,2017-07-21,726.7819211153496
21,14,2017-07-22,614.6736949669039
22,14,2017-07-23,600.8000398776836
23,14,2017-07-24,558.2420322537255
24,14,2017-07-25,313.02194184841267
25,14,2017-07-26,0.0
26,14,2017-07-27,738.3835044802736
27,14,2017-07-28,672.8049211288188
28,14,2017-07-29,632.8088723430676
29,14,2017-07-30,689.757995041928
30,14,2017-07-31,707.1489390918215
0,15,2017-07-01,912.5919223665973
1,15,2017-07-02,922.6610206806795
2,15,2017-07-03,953.0706816042431
3,15,2017-07-04,798.5531861810065
4,15,2017-07-05,0.0
5,15,2017-07-06,1029.89538096665
6,15,2017-07-07,842.3406331546961
7,15,2017-07-08,778.7769556452262
8,15,2017-07-09,738.998520444939
9,15,2017-07-10,741.6651563700901
10,15,2017-07-11,584.2513114095292
11,15,2017-07-12,0.0
12,15,2017-07-13,881.5803945155709
13,15,2017-07-14,756.2283527404253
14,15,2017-07-15,763.4764991485038
15,15,2017-07-16,792.0312992966693
16,15,2017-07-17,848.3104421977672
17,15,2017-07-18,719.3620797427363
18,15,2017-07-19,0.0
19,15,2017-07-20,976.7339586767191
20,15,2017-07-21,790.5504063147315
21,15,2017-07-22,724.7064551202528
22,15,2017-07-23,684.7350738726286
23,15,2017-07-24,693.4532551673055
24,15,2017-07-25,550.4556067708527
25,15,2017-07-26,0.0
26,15,2017-07-27,890.4102099289192
27,15,2017-07-28,787.3249480230478
28,15,2017-07-29,812.3663055213
29,15,2017-07-30,854.0708938221235
30,15,2017-07-31,920.6334518074406
0,16,2017-07-01,539.9089040433036
1,16,2017-07-02,556.2636241233425
2,16,2017-07-03,595.0767928215724
3,16,2017-07-04,526.1137944440064
4,16,2017-07-05,0.0
5,16,2017-07-06,593.059311158875
6,16,2017-07-07,494.03389973080124
7,16,2017-07-08,439.1083842136663
8,16,2017-07-09,422.47088383721876
9,16,2017-07-10,448.0323303389127
10,16,2017-07-11,386.56946254098466
11,16,2017-07-12,0.0
12,16,2017-07-13,521.6588274510984
13,16,2017-07-14,470.4352672197909
14,16,2017-07-15,462.41021443760076
15,16,2017-07-16,484.04599262537346
16,16,2017-07-17,533.2335187522109
17,16,2017-07-18,476.97718140738664
18,16,2017-07-19,0.0
19,16,2017-07-20,571.4671284943256
20,16,2017-07-21,482.4206360577902
21,16,2017-07-22,434.55923072874737
22,16,2017-07-23,422.0611676607091
23,16,2017-07-24,449.6072619414606
24,16,2017-07-25,388.4316381208521
25,16,2017-07-26,0.0
26,16,2017-07-27,528.3409687801493
27,16,2017-07-28,482.60404141078254
28,16,2017-07-29,483.6867816038154
29,16,2017-07-30,517.6377980525895
30,16,2017-07-31,581.2445468508727
0,17,2017-07-01,621.4467942215089
1,17,2017-07-02,614.2179259274782
2,17,2017-07-03,617.0012110334205
3,17,2017-07-04,579.0206817243834
4,17,2017-07-05,0.0
5,17,2017-07-06,659.0503079983323
6,17,2017-07-07,544.5547422137178
7,17,2017-07-08,459.6339582455637
8,17,2017-07-09,423.8150919902258
9,17,2017-07-10,417.5150640305049
10,17,2017-07-11,391.69942025734247
11,17,2017-07-12,0.0
12,17,2017-07-13,564.9218927624994
13,17,2017-07-14,524.3068581773044
14,17,2017-07-15,519.6362759707254
15,17,2017-07-16,555.4613501084027
16,17,2017-07-17,595.7180495515779
17,17,2017-07-18,577.8673476680761
18,17,2017-07-19,0.0
19,17,2017-07-20,639.9497984629394
20,17,2017-07-21,498.96984494890035
21,17,2017-07-22,392.30411641926213
22,17,2017-07-23,349.1618066636479
23,17,2017-07-24,353.54499662800634
24,17,2017-07-25,353.0044253726658
25,17,2017-07-26,0.0
26,17,2017-07-27,589.1434497197472
27,17,2017-07-28,567.0232986236326
28,17,2017-07-29,568.8433449120057
29,17,2017-07-30,603.1180052733764
30,17,2017-07-31,641.4777058429626
0,18,2017-07-01,800.8785033671662
1,18,2017-07-02,820.1600807865477
2,18,2017-07-03,817.9986475701281
3,18,2017-07-04,638.8386730392301
4,18,2017-07-05,0.0
5,18,2017-07-06,927.7765923191125
6,18,2017-07-07,772.1857815394521
7,18,2017-07-08,679.6216371865326
8,18,2017-07-09,627.1361967603299
9,18,2017-07-10,583.3555061484009
10,18,2017-07-11,397.8149080610701
11,18,2017-07-12,0.0
12,18,2017-07-13,774.1342937297773
13,18,2017-07-14,694.5903405914578
14,18,2017-07-15,683.0945102943965
15,18,2017-07-16,702.7764732140904
16,18,2017-07-17,710.184592942622
17,18,2017-07-18,546.4604565185413
18,18,2017-07-19,0.0
19,18,2017-07-20,874.0429374363309
20,18,2017-07-21,733.6067586068611
21,18,2017-07-22,651.6119197192903
22,18,2017-07-23,604.6219733537686
23,18,2017-07-24,562.0524809114919
24,18,2017-07-25,374.9359322200457
25,18,2017-07-26,0.0
26,18,2017-07-27,754.0052546637827
27,18,2017-07-28,681.8105911873316
28,18,2017-07-29,684.5106595721747
29,18,2017-07-30,725.1709064687374
30,18,2017-07-31,758.8595711128818
0,19,2017-07-01,513.6486515294848
1,19,2017-07-02,520.2941962039291
2,19,2017-07-03,509.57273927402616
3,19,2017-07-04,378.53106429151444
4,19,2017-07-05,0.0
5,19,2017-07-06,611.856684892697
6,19,2017-07-07,539.4714255015623
7,19,2017-07-08,468.5414424248164
8,19,2017-07-09,429.1358916816026
9,19,2017-07-10,382.9934978338782
10,19,2017-07-11,233.45464080513483
11,19,2017-07-12,0.0
12,19,2017-07-13,495.3952913764524
13,19,2017-07-14,468.2085270705459
14,19,2017-07-15,454.4199816635015
15,19,2017-07-16,473.1869079723553
16,19,2017-07-17,474.2690471345801
17,19,2017-07-18,350.7693637789429
18,19,2017-07-19,0.0
19,19,2017-07-20,583.6760493666574
20,19,2017-07-21,507.7656333362407
21,19,2017-07-22,435.48538430874777
22,19,2017-07-23,399.01592198091726
23,19,2017-07-24,360.09149562422147
24,19,2017-07-25,220.00362044019184
25,19,2017-07-26,0.0
26,19,2017-07-27,495.43918349808615
27,19,2017-07-28,468.55427644296907
28,19,2017-07-29,451.81910616804134
29,19,2017-07-30,467.82632296537184
30,19,2017-07-31,470.56721197428095
