id,dt,target
0,2016-05-06,1045.4
0,2016-05-07,843.8
0,2016-05-08,816.4
0,2016-05-09,846.5
0,2016-05-10,575.6
0,2016-05-12,626.7
0,2016-05-13,736.2
0,2016-05-14,667.8
0,2016-05-15,676.9
0,2016-05-16,601.3
0,2016-05-17,492.8
0,2016-05-19,1022.7
0,2016-05-20,958.2
0,2016-05-21,761.5
0,2016-05-22,756.5
0,2016-05-23,791.7
0,2016-05-24,551.8
0,2016-05-26,665.1
0,2016-05-27,726.7
0,2016-05-28,797.9
0,2016-05-30,1028.0
0,2016-05-31,642.2
0,2016-06-02,1101.4
0,2016-06-03,999.2
0,2016-06-04,851.7
0,2016-06-05,950.1
0,2016-06-06,863.2
0,2016-06-07,520.2
0,2016-06-10,752.3
0,2016-06-11,639.0
0,2016-06-12,772.3
0,2016-06-13,594.9
0,2016-06-14,518.8
0,2016-06-16,981.1
0,2016-06-17,925.6
0,2016-06-18,783.8
0,2016-06-19,816.2
0,2016-06-20,808.2
0,2016-06-21,475.7
0,2016-06-23,591.3
0,2016-06-24,649.2
0,2016-06-25,538.6
0,2016-06-26,590.3
0,2016-06-27,648.8
0,2016-06-28,518.1
0,2016-06-30,1274.4
0,2016-07-01,1113.6
0,2016-07-02,888.5
0,2016-07-03,891.9
0,2016-07-04,750.3
0,2016-07-05,580.4
0,2016-07-07,724.7
0,2016-07-08,670.9
0,2016-07-09,604.0
0,2016-07-10,680.2
0,2016-07-11,727.5
0,2016-07-12,586.8
0,2016-07-14,1000.2
0,2016-07-15,998.1
0,2016-07-16,814.0
0,2016-07-17,835.3
0,2016-07-18,758.4
0,2016-07-19,457.5
0,2016-07-21,690.1
0,2016-07-22,664.2
0,2016-07-23,517.5
0,2016-07-24,574.0
0,2016-07-25,544.7
0,2016-07-26,459.1
0,2016-07-28,919.3
0,2016-07-29,904.4
0,2016-07-30,781.0
0,2016-07-31,1011.3
0,2016-08-01,850.8
0,2016-08-02,567.3
0,2016-08-04,1004.3
0,2016-08-05,901.3
0,2016-08-06,740.2
0,2016-08-07,859.5
0,2016-08-08,764.1
0,2016-08-09,459.1
0,2016-08-11,757.0
0,2016-08-12,740.6
0,2016-08-13,600.9
0,2016-08-14,738.0
0,2016-08-15,634.4
0,2016-08-16,499.4
0,2016-08-18,1081.5
0,2016-08-19,994.7
0,2016-08-20,883.9
0,2016-08-21,964.8
0,2016-08-22,882.5
0,2016-08-23,662.2
0,2016-08-25,936.7
0,2016-08-26,865.7
0,2016-08-27,770.2
0,2016-08-28,838.6
0,2016-08-29,860.3
0,2016-08-30,750.5
0,2016-09-01,1030.5
0,2016-09-02,988.2
0,2016-09-03,830.7
0,2016-09-04,913.2
0,2016-09-05,853.1
0,2016-09-06,494.7
0,2016-09-08,657.4
0,2016-09-09,692.9
0,2016-09-10,625.9
0,2016-09-11,710.7
0,2016-09-12,665.5
0,2016-09-13,493.1
0,2016-09-15,976.0
0,2016-09-16,920.9
0,2016-09-17,741.4
0,2016-09-18,806.1
0,2016-09-19,714.5
0,2016-09-20,518.1
0,2016-09-22,699.7
0,2016-09-23,642.5
0,2016-09-24,548.1
0,2016-09-25,631.3
0,2016-09-26,609.3
0,2016-09-27,481.0
0,2016-09-29,999.6
0,2016-09-30,1103.2
0,2016-10-01,949.5
0,2016-10-02,1041.0
0,2016-10-04,645.4
0,2016-10-06,1021.6
0,2016-10-07,964.3
0,2016-10-08,840.6
0,2016-10-09,859.5
0,2016-10-10,865.1
0,2016-10-11,537.1
0,2016-10-13,668.1
0,2016-10-14,635.2
0,2016-10-15,548.9
0,2016-10-16,628.2
0,2016-10-17,580.2
0,2016-10-18,456.0
0,2016-10-20,856.6
0,2016-10-21,852.2
0,2016-10-22,691.7
0,2016-10-23,792.3
0,2016-10-24,732.1
0,2016-10-25,479.2
0,2016-10-27,675.5
0,2016-10-28,693.6
0,2016-10-29,560.8
0,2016-10-30,743.6
0,2016-10-31,844.5
0,2016-11-01,525.4
0,2016-11-03,1036.8
0,2016-11-04,962.2
0,2016-11-05,864.6
0,2016-11-06,955.1
0,2016-11-07,889.7
0,2016-11-08,597.7
0,2016-11-10,985.1
0,2016-11-11,992.1
0,2016-11-12,788.3
0,2016-11-13,877.1
0,2016-11-14,890.8
0,2016-11-15,622.9
0,2016-11-17,719.4
0,2016-11-18,710.2
0,2016-11-19,609.4
0,2016-11-20,726.5
0,2016-11-21,654.4
0,2016-11-22,582.4
0,2016-11-24,1020.0
0,2016-11-25,1090.8
0,2016-11-26,1027.8
0,2016-11-27,1150.6
0,2016-11-28,1211.5
0,2016-11-29,967.1
0,2016-12-01,1138.8
0,2016-12-02,1065.5
0,2016-12-03,994.4
0,2016-12-04,1166.5
0,2016-12-05,1330.9
0,2016-12-06,818.5
0,2016-12-08,823.4
0,2016-12-09,805.3
0,2016-12-10,677.0
0,2016-12-11,831.9
0,2016-12-12,768.2
0,2016-12-13,849.8
0,2016-12-15,1360.5
0,2016-12-16,1347.1
0,2016-12-17,1098.6
0,2016-12-18,1236.1
0,2016-12-19,1088.5
0,2016-12-20,897.4
0,2016-12-22,1275.1
0,2016-12-23,1322.9
0,2016-12-24,489.7
0,2016-12-27,682.8
0,2016-12-29,975.2
0,2016-12-30,915.8
0,2016-12-31,370.2
0,2017-01-02,755.8
0,2017-01-03,497.6
0,2017-01-05,1089.3
0,2017-01-06,1012.6
0,2017-01-07,794.8
0,2017-01-08,803.7
0,2017-01-09,698.9
0,2017-01-10,532.8
0,2017-01-12,967.0
0,2017-01-13,845.2
0,2017-01-14,804.0
0,2017-01-15,831.6
0,2017-01-16,779.4
0,2017-01-17,539.5
0,2017-01-19,619.5
0,2017-01-20,644.2
0,2017-01-21,595.6
0,2017-01-22,664.6
0,2017-01-23,624.2
0,2017-01-24,466.3
0,2017-01-26,848.9
0,2017-01-27,908.4
0,2017-01-28,769.9
0,2017-01-29,850.2
0,2017-01-30,1008.1
0,2017-01-31,630.5
0,2017-02-02,1061.8
0,2017-02-03,1000.5
0,2017-02-04,827.3
0,2017-02-05,859.9
0,2017-02-06,878.2
0,2017-02-07,543.7
0,2017-02-09,667.2
0,2017-02-10,757.2
0,2017-02-11,632.4
0,2017-02-12,653.3
0,2017-02-13,694.5
0,2017-02-14,549.5
0,2017-02-16,944.8
0,2017-02-17,955.2
0,2017-02-18,738.8
0,2017-02-19,841.7
0,2017-02-20,788.7
0,2017-02-21,504.1
0,2017-02-23,622.8
0,2017-02-24,669.6
0,2017-02-25,647.5
0,2017-02-26,798.6
0,2017-02-27,894.3
0,2017-02-28,745.7
0,2017-03-02,1040.7
0,2017-03-03,944.3
0,2017-03-04,806.7
0,2017-03-05,996.4
0,2017-03-06,822.3
0,2017-03-07,551.6
0,2017-03-09,767.5
0,2017-03-10,712.7
0,2017-03-11,587.0
0,2017-03-12,721.0
0,2017-03-13,722.5
0,2017-03-14,577.4
0,2017-03-16,956.2
0,2017-03-17,960.4
0,2017-03-18,786.0
0,2017-03-19,880.8
0,2017-03-20,809.4
0,2017-03-21,580.8
0,2017-03-23,730.5
0,2017-03-24,720.9
0,2017-03-25,659.9
0,2017-03-26,711.1
0,2017-03-27,700.5
0,2017-03-28,567.9
0,2017-03-30,1174.8
0,2017-03-31,1149.0
0,2017-04-01,1276.6
0,2017-04-02,1385.5
0,2017-04-04,837.0
0,2017-04-07,861.2
0,2017-04-08,724.7
0,2017-04-09,717.4
0,2017-04-10,613.0
0,2017-04-11,530.3
0,2017-04-13,977.9
0,2017-04-14,942.6
0,2017-04-15,802.3
0,2017-04-16,872.7
0,2017-04-17,769.4
0,2017-04-18,479.2
0,2017-04-20,688.5
0,2017-04-21,670.1
0,2017-04-22,570.1
0,2017-04-23,625.4
0,2017-04-24,603.5
0,2017-04-25,507.8
0,2017-04-27,1023.6
0,2017-04-28,971.2
0,2017-04-29,908.7
0,2017-04-30,1134.7
0,2017-05-02,699.3
0,2017-05-04,1088.3
0,2017-05-05,895.8
0,2017-05-06,882.9
0,2017-05-07,844.7
0,2017-05-08,854.0
0,2017-05-09,542.5
0,2017-05-11,728.6
0,2017-05-12,749.9
0,2017-05-13,711.3
0,2017-05-15,810.4
0,2017-05-16,462.9
0,2017-05-18,1000.7
0,2017-05-19,867.8
0,2017-05-20,847.0
0,2017-05-21,895.9
0,2017-05-22,746.5
0,2017-05-23,453.8
0,2017-05-26,830.7
0,2017-05-27,665.3
0,2017-05-28,782.4
0,2017-05-29,927.7
0,2017-05-30,655.2
0,2017-06-01,1003.8
0,2017-06-02,834.7
0,2017-06-03,766.3
0,2017-06-04,758.1
0,2017-06-05,741.4
0,2017-06-06,482.5
0,2017-06-08,623.6
0,2017-06-09,667.6
0,2017-06-10,607.2
0,2017-06-11,661.5
0,2017-06-12,630.4
0,2017-06-13,492.6
0,2017-06-15,1029.3
0,2017-06-16,892.4
0,2017-06-17,764.8
0,2017-06-18,832.8
0,2017-06-19,766.3
0,2017-06-20,499.6
0,2017-06-22,693.6
0,2017-06-23,655.2
0,2017-06-24,602.3
0,2017-06-25,613.5
0,2017-06-26,627.8
0,2017-06-27,464.5
0,2017-06-29,1039.9
0,2017-06-30,1152.9
1,2016-01-02,421.8
1,2016-01-03,427.1
1,2016-01-04,312.3
1,2016-01-06,624.4
1,2016-01-07,552.8
1,2016-01-08,456.5
1,2016-01-09,467.1
1,2016-01-10,542.1
1,2016-01-11,307.6
1,2016-01-13,355.0
1,2016-01-14,345.2
1,2016-01-15,350.3
1,2016-01-16,349.5
1,2016-01-17,461.7
1,2016-01-18,309.5
1,2016-01-20,640.6
1,2016-01-21,425.9
1,2016-01-22,487.4
1,2016-01-23,540.5
1,2016-01-24,497.1
1,2016-01-25,292.8
1,2016-01-27,375.8
1,2016-01-28,323.0
1,2016-01-29,397.7
1,2016-01-30,417.6
1,2016-01-31,461.2
1,2016-02-01,324.6
1,2016-02-03,662.0
1,2016-02-04,645.4
1,2016-02-05,538.9
1,2016-02-06,525.2
1,2016-02-07,511.9
1,2016-02-08,334.9
1,2016-02-10,400.2
1,2016-02-11,368.2
1,2016-02-12,348.0
1,2016-02-13,430.3
1,2016-02-14,430.5
1,2016-02-15,336.4
1,2016-02-17,610.1
1,2016-02-18,518.3
1,2016-02-19,466.7
1,2016-02-20,466.1
1,2016-02-21,443.3
1,2016-02-22,323.9
1,2016-02-24,345.0
1,2016-02-25,365.3
1,2016-02-26,354.1
1,2016-02-27,425.6
1,2016-02-28,440.8
1,2016-03-01,344.2
1,2016-03-03,646.3
1,2016-03-04,548.8
1,2016-03-05,509.9
1,2016-03-06,460.1
1,2016-03-07,525.3
1,2016-03-08,280.5
1,2016-03-10,372.2
1,2016-03-11,321.1
1,2016-03-12,328.1
1,2016-03-13,372.5
1,2016-03-14,419.3
1,2016-03-15,294.7
1,2016-03-17,607.3
1,2016-03-18,516.6
1,2016-03-19,454.6
1,2016-03-20,433.5
1,2016-03-21,487.1
1,2016-03-22,320.5
1,2016-03-24,448.8
1,2016-03-25,375.2
1,2016-03-26,361.6
1,2016-03-27,405.8
1,2016-03-28,486.3
1,2016-03-29,292.6
1,2016-03-31,596.8
1,2016-04-01,605.3
1,2016-04-02,497.1
1,2016-04-03,463.8
1,2016-04-04,600.6
1,2016-04-05,323.0
1,2016-04-07,489.8
1,2016-04-08,380.5
1,2016-04-09,399.5
1,2016-04-10,400.7
1,2016-04-11,430.1
1,2016-04-12,303.3
1,2016-04-14,752.8
1,2016-04-15,717.2
1,2016-04-16,611.0
1,2016-04-17,674.4
1,2016-04-19,551.0
1,2016-04-22,417.0
1,2016-04-23,379.6
1,2016-04-24,391.5
1,2016-04-25,406.1
1,2016-04-26,317.0
1,2016-04-28,617.7
1,2016-04-29,546.9
1,2016-04-30,573.5
1,2016-05-02,741.8
1,2016-05-03,359.4
1,2016-05-05,660.1
1,2016-05-06,585.6
1,2016-05-07,502.0
1,2016-05-08,525.8
1,2016-05-09,547.3
1,2016-05-10,406.2
1,2016-05-12,380.3
1,2016-05-13,387.5
1,2016-05-14,379.9
1,2016-05-15,398.0
1,2016-05-16,440.6
1,2016-05-17,288.4
1,2016-05-19,592.0
1,2016-05-20,519.7
1,2016-05-21,464.6
1,2016-05-22,414.3
1,2016-05-23,508.7
1,2016-05-24,353.5
1,2016-05-26,396.4
1,2016-05-27,402.8
1,2016-05-28,500.7
1,2016-05-30,525.6
1,2016-05-31,363.6
1,2016-06-02,682.9
1,2016-06-03,596.4
1,2016-06-04,488.1
1,2016-06-05,511.7
1,2016-06-06,555.4
1,2016-06-07,373.5
1,2016-06-10,485.5
1,2016-06-11,435.6
1,2016-06-12,435.1
1,2016-06-13,501.0
1,2016-06-14,361.3
1,2016-06-16,626.9
1,2016-06-17,555.6
1,2016-06-18,528.6
1,2016-06-19,481.7
1,2016-06-20,553.7
1,2016-06-21,292.7
1,2016-06-23,385.7
1,2016-06-24,403.2
1,2016-06-25,373.7
1,2016-06-26,375.5
1,2016-06-27,426.1
1,2016-06-28,391.3
1,2016-06-30,706.7
1,2016-07-01,609.6
1,2016-07-02,559.3
1,2016-07-03,549.8
1,2016-07-04,476.0
1,2016-07-05,352.5
1,2016-07-07,474.0
1,2016-07-08,439.3
1,2016-07-09,365.3
1,2016-07-10,429.4
1,2016-07-11,447.1
1,2016-07-12,368.7
1,2016-07-14,636.8
1,2016-07-15,503.7
1,2016-07-16,572.1
1,2016-07-17,511.4
1,2016-07-18,494.8
1,2016-07-19,308.4
1,2016-07-21,430.6
1,2016-07-22,413.6
1,2016-07-23,368.4
1,2016-07-24,370.4
1,2016-07-25,422.6
1,2016-07-26,335.2
1,2016-07-28,561.2
1,2016-07-29,509.1
1,2016-07-30,519.6
1,2016-07-31,580.4
1,2016-08-01,551.8
1,2016-08-02,346.4
1,2016-08-04,728.4
1,2016-08-05,534.7
1,2016-08-06,411.5
1,2016-08-07,493.4
1,2016-08-08,531.5
1,2016-08-09,293.7
1,2016-08-11,424.8
1,2016-08-12,355.0
1,2016-08-13,391.8
1,2016-08-14,421.3
1,2016-08-15,400.1
1,2016-08-16,301.1
1,2016-08-18,663.8
1,2016-08-19,625.9
1,2016-08-20,511.1
1,2016-08-21,553.9
1,2016-08-22,554.6
1,2016-08-23,402.0
1,2016-08-25,647.8
1,2016-08-26,512.6
1,2016-08-27,477.6
1,2016-08-28,480.0
1,2016-08-29,559.7
1,2016-08-30,445.6
1,2016-09-01,755.0
1,2016-09-02,646.4
1,2016-09-03,537.5
1,2016-09-04,488.5
1,2016-09-05,550.7
1,2016-09-06,339.7
1,2016-09-08,441.4
1,2016-09-09,401.6
1,2016-09-10,366.7
1,2016-09-11,407.1
1,2016-09-12,448.1
1,2016-09-13,338.4
1,2016-09-15,607.5
1,2016-09-16,565.8
1,2016-09-17,465.4
1,2016-09-18,506.6
1,2016-09-19,514.6
1,2016-09-20,346.5
1,2016-09-22,384.6
1,2016-09-23,378.9
1,2016-09-24,332.8
1,2016-09-25,435.1
1,2016-09-26,438.9
1,2016-09-27,315.8
1,2016-09-29,552.5
1,2016-09-30,637.1
1,2016-10-01,547.5
1,2016-10-02,650.1
1,2016-10-04,415.9
1,2016-10-06,609.2
1,2016-10-07,494.4
1,2016-10-08,507.3
1,2016-10-09,505.7
1,2016-10-10,565.7
1,2016-10-11,359.9
1,2016-10-13,365.4
1,2016-10-14,341.0
1,2016-10-15,340.8
1,2016-10-16,383.1
1,2016-10-17,420.6
1,2016-10-18,337.6
1,2016-10-20,576.3
1,2016-10-21,498.9
1,2016-10-22,456.1
1,2016-10-23,460.6
1,2016-10-24,459.6
1,2016-10-25,315.7
1,2016-10-27,422.4
1,2016-10-28,454.9
1,2016-10-29,415.9
1,2016-10-30,476.8
1,2016-10-31,520.0
1,2016-11-01,354.6
1,2016-11-03,663.5
1,2016-11-04,536.1
1,2016-11-05,522.7
1,2016-11-06,500.3
1,2016-11-07,619.6
1,2016-11-08,341.9
1,2016-11-10,608.9
1,2016-11-11,512.0
1,2016-11-12,523.2
1,2016-11-13,541.0
1,2016-11-14,565.4
1,2016-11-15,395.9
1,2016-11-17,466.4
1,2016-11-18,460.3
1,2016-11-19,408.5
1,2016-11-20,458.0
1,2016-11-21,466.2
1,2016-11-22,388.1
1,2016-11-24,687.0
1,2016-11-25,679.2
1,2016-11-26,647.0
1,2016-11-27,701.4
1,2016-11-28,781.9
1,2016-11-29,575.9
1,2016-12-01,860.3
1,2016-12-02,780.2
1,2016-12-03,630.4
1,2016-12-04,741.3
1,2016-12-05,949.4
1,2016-12-06,467.2
1,2016-12-08,482.5
1,2016-12-09,520.5
1,2016-12-10,452.7
1,2016-12-11,516.3
1,2016-12-12,481.2
1,2016-12-13,465.0
1,2016-12-15,924.9
1,2016-12-16,810.0
1,2016-12-17,757.8
1,2016-12-18,759.2
1,2016-12-19,784.0
1,2016-12-20,554.8
1,2016-12-22,865.9
1,2016-12-23,1021.9
1,2016-12-24,443.9
1,2016-12-27,419.1
1,2016-12-29,590.7
1,2016-12-30,493.3
1,2016-12-31,263.3
1,2017-01-02,481.3
1,2017-01-03,380.2
1,2017-01-05,647.3
1,2017-01-06,559.6
1,2017-01-07,531.6
1,2017-01-08,485.1
1,2017-01-09,458.4
1,2017-01-10,326.9
1,2017-01-12,598.4
1,2017-01-13,517.4
1,2017-01-14,501.9
1,2017-01-15,532.4
1,2017-01-16,514.8
1,2017-01-17,325.3
1,2017-01-19,430.4
1,2017-01-20,383.3
1,2017-01-21,342.8
1,2017-01-22,419.1
1,2017-01-23,418.6
1,2017-01-24,312.8
1,2017-01-26,560.2
1,2017-01-27,535.8
1,2017-01-28,517.8
1,2017-01-29,518.3
1,2017-01-30,610.9
1,2017-01-31,391.1
1,2017-02-02,714.6
1,2017-02-03,602.5
1,2017-02-04,474.0
1,2017-02-05,504.1
1,2017-02-06,533.6
1,2017-02-07,331.0
1,2017-02-09,373.0
1,2017-02-10,393.9
1,2017-02-11,386.9
1,2017-02-12,422.8
1,2017-02-13,469.3
1,2017-02-14,403.9
1,2017-02-16,676.0
1,2017-02-17,578.5
1,2017-02-18,448.9
1,2017-02-19,535.4
1,2017-02-20,508.5
1,2017-02-21,324.4
1,2017-02-23,392.1
1,2017-02-24,431.6
1,2017-02-25,367.2
1,2017-02-26,430.8
1,2017-02-27,527.1
1,2017-02-28,401.0
1,2017-03-02,629.9
1,2017-03-03,530.5
1,2017-03-04,489.5
1,2017-03-05,549.9
1,2017-03-06,491.0
1,2017-03-07,302.4
1,2017-03-09,432.3
1,2017-03-10,417.3
1,2017-03-11,362.4
1,2017-03-12,414.2
1,2017-03-13,509.5
1,2017-03-14,357.7
1,2017-03-16,601.9
1,2017-03-17,518.3
1,2017-03-18,501.7
1,2017-03-19,512.5
1,2017-03-20,534.4
1,2017-03-21,357.3
1,2017-03-23,407.9
1,2017-03-24,370.5
1,2017-03-25,359.3
1,2017-03-26,409.6
1,2017-03-27,475.6
1,2017-03-28,371.4
1,2017-03-30,790.0
1,2017-03-31,608.3
1,2017-04-01,800.4
1,2017-04-02,855.4
1,2017-04-04,604.1
1,2017-04-07,516.7
1,2017-04-08,416.7
1,2017-04-09,349.9
1,2017-04-10,450.2
1,2017-04-11,309.8
1,2017-04-13,647.6
1,2017-04-14,526.0
1,2017-04-15,505.1
1,2017-04-16,506.4
1,2017-04-17,549.9
1,2017-04-18,358.3
1,2017-04-20,418.1
1,2017-04-21,402.3
1,2017-04-22,401.5
1,2017-04-23,382.0
1,2017-04-24,441.8
1,2017-04-25,346.9
1,2017-04-27,712.9
1,2017-04-28,661.1
1,2017-04-29,564.8
1,2017-04-30,696.3
1,2017-05-02,491.5
1,2017-05-04,672.4
1,2017-05-05,538.9
1,2017-05-06,540.8
1,2017-05-07,592.1
1,2017-05-08,610.9
1,2017-05-09,404.1
1,2017-05-11,459.3
1,2017-05-12,441.6
1,2017-05-13,537.6
1,2017-05-15,514.1
1,2017-05-16,333.0
1,2017-05-18,627.4
1,2017-05-19,533.9
1,2017-05-20,536.6
1,2017-05-21,516.0
1,2017-05-22,571.6
1,2017-05-23,343.7
1,2017-05-26,524.9
1,2017-05-27,464.7
1,2017-05-28,468.4
1,2017-05-29,522.9
1,2017-05-30,438.2
1,2017-06-01,803.7
1,2017-06-02,600.6
1,2017-06-03,597.3
1,2017-06-04,584.2
1,2017-06-05,535.9
1,2017-06-06,377.1
1,2017-06-08,481.8
1,2017-06-09,418.3
1,2017-06-10,388.7
1,2017-06-11,408.2
1,2017-06-12,431.8
1,2017-06-13,365.0
1,2017-06-15,709.4
1,2017-06-16,617.5
1,2017-06-17,540.0
1,2017-06-18,515.4
1,2017-06-19,598.1
1,2017-06-20,317.5
1,2017-06-22,396.2
1,2017-06-23,428.7
1,2017-06-24,405.9
1,2017-06-25,409.6
1,2017-06-26,457.3
1,2017-06-27,393.9
1,2017-06-29,717.1
1,2017-06-30,717.1
2,2016-01-02,546.2
2,2016-01-03,549.3
2,2016-01-04,478.2
2,2016-01-06,833.9
2,2016-01-07,726.5
2,2016-01-08,593.9
2,2016-01-09,598.5
2,2016-01-10,629.2
2,2016-01-11,475.8
2,2016-01-13,513.4
2,2016-01-14,497.9
2,2016-01-15,441.1
2,2016-01-16,462.9
2,2016-01-17,492.3
2,2016-01-18,465.9
2,2016-01-20,827.5
2,2016-01-21,673.6
2,2016-01-22,632.2
2,2016-01-23,532.8
2,2016-01-24,631.0
2,2016-01-25,492.1
2,2016-01-27,483.3
2,2016-01-28,477.2
2,2016-01-29,462.9
2,2016-01-30,538.5
2,2016-01-31,636.3
2,2016-02-01,540.7
2,2016-02-03,851.9
2,2016-02-04,762.1
2,2016-02-05,644.8
2,2016-02-06,630.1
2,2016-02-07,659.6
2,2016-02-08,540.1
2,2016-02-10,550.7
2,2016-02-11,508.5
2,2016-02-12,520.0
2,2016-02-13,450.1
2,2016-02-14,565.7
2,2016-02-15,542.4
2,2016-02-17,790.3
2,2016-02-18,709.7
2,2016-02-19,707.2
2,2016-02-20,608.4
2,2016-02-21,590.8
2,2016-02-22,511.9
2,2016-02-24,511.9
2,2016-02-25,502.8
2,2016-02-26,514.0
2,2016-02-27,544.7
2,2016-02-28,684.0
2,2016-03-01,306.6
2,2016-03-04,845.7
2,2016-03-05,811.3
2,2016-03-06,722.1
2,2016-03-07,645.4
2,2016-03-08,501.2
2,2016-03-10,585.0
2,2016-03-11,556.3
2,2016-03-12,466.3
2,2016-03-13,501.6
2,2016-03-14,561.8
2,2016-03-15,502.6
2,2016-03-17,722.4
2,2016-03-18,622.8
2,2016-03-19,588.0
2,2016-03-20,563.3
2,2016-03-21,650.8
2,2016-03-22,479.2
2,2016-03-24,580.1
2,2016-03-25,487.3
2,2016-03-26,463.5
2,2016-03-27,486.9
2,2016-03-28,502.9
2,2016-03-29,499.6
2,2016-03-31,793.8
2,2016-04-01,751.2
2,2016-04-02,684.6
2,2016-04-03,635.8
2,2016-04-04,655.9
2,2016-04-05,472.4
2,2016-04-07,571.5
2,2016-04-08,499.4
2,2016-04-09,515.4
2,2016-04-10,486.6
2,2016-04-11,539.2
2,2016-04-12,430.6
2,2016-04-14,761.7
2,2016-04-15,700.0
2,2016-04-16,745.6
2,2016-04-17,773.8
2,2016-04-19,564.0
2,2016-04-22,545.5
2,2016-04-23,541.8
2,2016-04-24,510.3
2,2016-04-25,511.8
2,2016-04-26,491.4
2,2016-04-28,773.0
2,2016-04-29,718.2
2,2016-04-30,858.7
2,2016-05-02,855.7
2,2016-05-03,555.0
2,2016-05-05,732.8
2,2016-05-06,724.2
2,2016-05-07,681.0
2,2016-05-08,643.2
2,2016-05-09,669.3
2,2016-05-10,523.8
2,2016-05-12,535.0
2,2016-05-13,501.0
2,2016-05-14,504.1
2,2016-05-15,493.4
2,2016-05-16,525.6
2,2016-05-17,455.7
2,2016-05-19,722.4
2,2016-05-20,608.9
2,2016-05-21,586.7
2,2016-05-22,665.0
2,2016-05-23,626.9
2,2016-05-24,466.3
2,2016-05-26,520.2
2,2016-05-27,507.7
2,2016-05-28,643.0
2,2016-05-30,697.0
2,2016-05-31,526.3
2,2016-06-02,803.3
2,2016-06-03,753.2
2,2016-06-04,573.8
2,2016-06-05,667.3
2,2016-06-06,684.5
2,2016-06-07,556.3
2,2016-06-10,661.0
2,2016-06-11,571.4
2,2016-06-12,526.5
2,2016-06-13,565.5
2,2016-06-14,512.3
2,2016-06-16,727.7
2,2016-06-17,710.7
2,2016-06-18,701.2
2,2016-06-20,758.0
2,2016-06-21,466.5
2,2016-06-23,601.9
2,2016-06-24,498.4
2,2016-06-25,512.9
2,2016-06-26,471.0
2,2016-06-27,574.6
2,2016-06-28,529.4
2,2016-06-30,909.4
2,2016-07-01,717.8
2,2016-07-02,672.7
2,2016-07-03,655.6
2,2016-07-04,588.1
2,2016-07-05,494.1
2,2016-07-07,589.6
2,2016-07-08,516.3
2,2016-07-09,502.3
2,2016-07-10,515.3
2,2016-07-11,527.7
2,2016-07-12,491.0
2,2016-07-14,735.0
2,2016-07-15,741.4
2,2016-07-16,668.4
2,2016-07-17,681.7
2,2016-07-18,656.8
2,2016-07-19,499.7
2,2016-07-21,600.2
